,Country Name,Year,GDP (current US$),"GDP, PPP (current international $)",GDP per capita (current US$),GDP growth (annual %),Imports of goods and services (% of GDP),Exports of goods and services (% of GDP),"Central government debt, total (% of GDP)","Total reserves (includes gold, current US$)","Unemployment, total (% of total labor force) (modeled ILO estimate)","Inflation, consumer prices (annual %)","Personal remittances, received (% of GDP)","Population, total",Population growth (annual %),"Life expectancy at birth, total (years)",Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)
33,United States,1991,6158129000000.0,6158129000000.0,24342.2589048189,-0.108264790855543,10.1255430017786,9.66090512231881,44.0615972806026,159272850288.003,6.80000019073486,4.23496396453853,0.0211103080172565,252981000.0,1.33626074073779,75.3658536585366,0.5
34,United States,1992,6520327000000.0,6520327000000.0,25418.9907763319,3.52244052740502,10.2416795967442,9.70891490564814,46.0501444176036,147525874735.105,7.5,3.0288196781497,0.0275446308137613,256514000.0,1.38688569247935,75.6170731707317,0.5
35,United States,1993,6858559000000.0,6858559000000.0,26387.2937338171,2.75178105096643,10.4974383102923,9.54718039168286,48.2461403335599,164620171357.293,6.90000009536743,2.95165696638554,0.0265361863913396,259919000.0,1.31867999977741,75.419512195122,0.5
36,United States,1994,7287236000000.0,7287236000000.0,27694.853416234,4.02879325991903,11.162311746182,9.89314741556332,47.3534821707435,163590579764.938,6.11999988555908,2.6074415921546,0.0266630585313828,263126000.0,1.2262960888682,75.619512195122,0.5
37,United States,1995,7639749000000.0,7639749000000.0,28690.8757013347,2.68421727207786,11.8141577687958,10.639223880261,47.2095352870886,175995426883.436,5.65000009536743,2.80541968853655,0.0285218794491809,266278000.0,1.19078709090209,75.6219512195122,0.5
38,United States,1996,8073122000000.0,8073122000000.0,29967.7127181749,3.77256549921414,11.9404364259576,10.7466355642836,46.7417685500108,160660160546.204,5.44999980926514,2.9312041999344,0.0270155709278269,269394000.0,1.16341161998189,76.0268292682927,0.5
39,United States,1997,8577554457000.0,8577554457000.0,31459.1389804773,4.44717494524525,12.3085665651286,11.1197545265553,44.1174698332784,134836033327.141,5.0,2.33768993730741,0.0264644195659695,272657000.0,1.20396029701272,76.4292682926829,0.7
40,United States,1998,9062818202000.0,9062818202000.01,32853.6769523009,4.48139443155316,12.3106298188105,10.5152611335588,41.1291489790385,146006089507.341,4.51000022888184,1.55227909874362,0.0268900903193909,275854000.0,1.16571452642589,76.5804878048781,0.7
41,United States,1999,9631174489000.0,9631174489000.01,34515.3902272076,4.79449904467508,13.0042291459932,10.309334558667,37.7272782686058,136450101867.481,4.21999979019165,2.18802719697358,0.0440860043066343,279040000.0,1.14834004729055,76.5829268292683,0.7
42,United States,2000,10250947997000.0,10250947997000.0,36329.9560727102,4.07715947941618,14.4102184542572,10.6927769053241,33.2676548646821,128399516602.723,3.99000000953674,3.37685727149935,0.0428740834631706,282162411.0,1.11276899679534,76.6365853658537,0.7
43,United States,2001,10581929774000.0,10581929774000.0,37133.623113437,0.954338728708379,13.2637338366067,9.70344749898923,15.1656931606471,130076677027.985,4.73000001907349,2.82617111885402,0.0426481756766949,284968955.0,0.989741382223669,76.8365853658537,0.7
44,United States,2002,10929112955000.0,10929112955000.0,37997.7596573051,1.69594292274957,13.1549925956457,9.131381513844,53.8670066293591,157762914914.241,5.78000020980835,1.58603162650603,0.0418149214745672,287625193.0,0.927797485710314,76.9365853658537,0.7
45,United States,2003,11456442041000.0,11456442041000.0,39490.2749557007,2.7962091006717,13.5916543236323,9.03565868264667,56.2504918799161,184024332193.35,5.98999977111816,2.27009497336113,0.0407805493475197,290107933.0,0.859481712840946,77.0365853658537,1.0
46,United States,2004,12217193198000.0,12217193198000.0,41724.6316287624,3.85255260064351,14.8193121829029,9.62875008142275,56.6623191416278,190464790633.305,5.53000020980835,2.67723669309173,0.0387486710186017,292805298.0,0.925483968943482,77.4878048780488,1.0
47,United States,2005,13039199193000.0,13039199193000.0,44123.4070679055,3.48322032025258,15.65649830011,9.98205473154167,56.5388632452039,188259141662.468,5.07999992370605,3.39274684549547,0.0367737307255354,295516599.0,0.921713167161207,77.4878048780488,1.0
48,United States,2006,13815586948000.0,13815586948000.0,46302.0008800056,2.78281062584327,16.3338916290247,10.641386468295,55.4672199512258,221088725058.691,4.61999988555908,3.22594410070407,0.0366832044058299,298379912.0,0.964253917136075,77.6878048780488,1.0
49,United States,2007,14474226905000.0,14474226905000.0,48050.2237771135,2.01050755163328,16.5482275199969,11.4637901622698,55.6598224753338,277548941768.855,4.61999988555908,2.85267248150136,0.0360571934808977,301231207.0,0.951055242772428,77.9878048780488,1.0
50,United States,2008,14769857911000.0,14769857911000.0,48570.0459804586,0.122188442974647,17.4419484298585,12.4258473646734,63.814940243808,294045673779.627,5.78000020980835,3.83910029665101,0.0363172078724272,304093966.0,0.945865287282592,78.0390243902439,1.0
51,United States,2009,14478064934000.0,14478064934000.0,47194.9433547336,-2.59988835108558,13.8273105496213,10.9322206193664,76.0246555750114,404098925258.353,9.25,-0.35554626629975,0.0396461821808818,306771529.0,0.876651298802912,78.390243902439,1.0
52,United States,2010,15048964444000.0,15048964444000.0,48650.6431283336,2.70885669419681,15.8785344260197,12.3413608086534,85.1410676640177,488928508742.44,9.63000011444092,1.64004344238989,0.0394047047028826,309327143.0,0.829616674709795,78.5414634146342,1.0
53,United States,2011,15599728123000.0,15599728123000.0,50065.9665041742,1.54989495017045,17.2790190876841,13.5634671535102,89.7248842392534,537267041107.474,8.94999980926514,3.15684156862206,0.0391288870669506,311583481.0,0.726786704810745,78.6414634146341,1.0
54,United States,2012,16253972230000.0,16253972230000.0,51784.4185738837,2.28068760319185,17.0377859689502,13.6440493967794,93.8334013629602,574268084132.447,8.06999969482422,2.06933726526059,0.0387782131703568,313877662.0,0.733599941250847,78.7414634146342,1.0
55,United States,2013,16843190993000.0,16843190993000.0,53291.1276891406,1.84187539518688,16.4242927670279,13.5780743740926,95.7428138569586,448508920737.711,7.36999988555908,1.46483265562714,0.0392621564568635,316059947.0,0.692860276624581,78.7414634146342,1.0
56,United States,2014,17550680174000.0,17550680174000.0,55123.8497869046,2.28777593255359,16.4520404415866,13.5459593384987,96.2133936268492,434416188744.625,6.17000007629395,1.62222297740821,0.0370526950267928,318386329.0,0.733361519937424,78.8414634146341,1.2
57,United States,2015,18206020741000.0,18206020741000.0,56762.7294515989,2.70636958176399,15.3512403383458,12.4609931641514,96.9185482704817,383728497570.133,5.28000020980835,0.118627135552435,0.0361309046802651,320738994.0,0.73621730882542,78.690243902439,1.2
58,United States,2016,18695110842000.0,18695110842000.0,57866.7449341091,1.66747207596187,14.6474606283054,11.9395387321555,99.0810814471661,405942428719.749,4.86999988555908,1.26158320570537,0.0338591199244413,323071755.0,0.724676067451429,78.5390243902439,1.0
59,United States,2017,19479620056000.0,19479620055999.9,59914.777796976,2.25568048065699,15.0089734378544,12.2371893966472,,451285263406.24,4.3600001335144,2.13011000365963,0.0325827710281497,325122128.0,0.63264399508256,78.5390243902439,1.2
60,United States,2018,20527156026000.0,20527156026000.0,62805.2537579917,2.91885689667409,15.2466176806757,12.3422406727509,,449907088828.546,3.90000009536743,2.44258329692818,0.0338137440530409,326838199.0,0.526435395564053,78.6390243902439,1.0
61,United States,2019,21372572437000.0,21372572437000.0,65094.7994287929,2.28886986777364,14.5793867780072,11.7895354311111,,516700583371.247,3.67000007629395,1.81221007526015,0.0335149174069448,328329953.0,0.455381285963537,78.7878048780488,1.0
62,United States,2020,20893743833000.0,20893743833000.0,63027.6795267153,-3.40458965156256,13.2795588104117,10.1628986024335,,628369715338.322,8.05000019073486,1.23358439630637,0.0311002185723026,331501080.0,0.961201051965365,77.2804878048781,
33,China,1991,383373318083.624,1258454144971.54,333.142145400184,9.26278608406234,10.6299635498463,13.4363711704179,,48165019103.1198,2.36999988555908,3.55668565220449,0.101681567707581,1150780000.0,1.36443400840349,69.242,
34,China,1992,426915712715.856,1470221827379.2,366.460692306116,14.2245295931824,12.5420329276575,13.5555444642731,,24852636915.1072,2.36999988555908,6.3539813402487,0.145082502599815,1164970000.0,1.2255362283362,69.355,
35,China,1993,444731282435.515,1714031071645.16,377.3898394789,13.8837293021031,13.9025469048608,11.9978832868444,,27348104116.5518,2.69000005722046,14.6100786356603,0.141968875349251,1178440000.0,1.14961943083465,69.496,56.7
36,China,1994,564324670008.238,1978859523240.62,473.492278719989,13.0368066319673,17.2330664178356,18.5367485694403,,57781337884.3961,2.90000009536743,24.2569897243361,0.151862933794386,1191835000.0,1.13026063215591,69.67,
37,China,1995,734547898224.101,2241662924342.53,609.656679205465,10.9539543428699,16.3244462367672,17.9525228280891,,80288427869.5104,3.0,16.7912251650917,0.0476483563353985,1204855000.0,1.08650915088974,69.885,
38,China,1996,863746717507.397,2509209954966.27,709.413755088002,9.92255675231162,15.8914499150533,17.9232955527011,,111728900039.4,3.11999988555908,8.31316028893904,0.193575265307527,1217550000.0,1.04814151412165,70.14,41.7
39,China,1997,961603952954.233,2788246475636.25,781.744164343014,9.23677989162672,15.0398528990386,19.4931644597645,,146448007873.157,3.23000001907349,2.78646505531886,0.477223495795926,1230075000.0,1.02345002419879,70.428,
40,China,1998,1029043097558.91,3040855853521.21,828.580479299572,7.84595178761953,14.0822045924629,18.3421000329185,,152842955596.126,3.24000000953674,-0.773186011549305,0.0334291149531087,1241935000.0,0.959550406298151,70.737,
41,China,1999,1093997267277.1,3319971595766.32,873.287061730612,7.66165150053656,15.3616850043295,18.1624767574199,,161414049491.999,3.25,-1.40147268276465,0.0484461904844737,1252735000.0,0.865851392993279,71.063,40.3
42,China,2000,1211346869600.41,3683441693969.14,959.372483635864,8.49009340575191,18.5173176506578,20.893697201735,,171763098225.843,3.25999999046326,0.347811226864599,0.0625817442571237,1262645000.0,0.787956592953992,71.397,
43,China,2001,1339395718862.89,4080387270262.51,1053.10824300262,8.3357334781433,18.2152135310323,20.3121457444929,,220056777617.14,3.79999995231628,0.719125609120107,0.0902645859601829,1271850000.0,0.726380637838525,71.732,
44,China,2002,1470550015077.93,4522477346527.11,1148.50829043887,9.13363078993316,20.1026579601554,22.6447456738957,,297739475705.212,4.23999977111816,-0.731970902350276,0.160012947363066,1280400000.0,0.669999567758626,72.061,31.7
45,China,2003,1660287965663.89,5074660085618.61,1288.64325183475,10.038030481108,24.8232314660127,26.9807565345137,,416199411548.593,4.57999992370605,1.12760348729636,0.27858611913449,1288400000.0,0.622860936133583,72.381,
46,China,2004,1955347004965.69,5737893814909.69,1508.66809788453,10.1136213780461,28.4441866419381,31.0613375828803,,622948544349.601,4.48999977111816,3.82463743108159,0.339644071455744,1296075000.0,0.593932815112141,72.689,
47,China,2005,2285965892364.2,6592135966884.01,1753.41782926104,11.3945918097286,28.3780352997871,33.8298575659931,,831409619695.566,4.51999998092651,1.77641407667574,0.145980385816034,1303720000.0,0.588124989556992,72.985,18.5
48,China,2006,2752131773358.92,7659999647309.11,2099.22943460734,12.7209556651735,28.4438583516643,36.0350255523532,,1080755682869.9,4.42999982833862,1.64943099455862,0.156950791768286,1311020000.0,0.558374367373002,73.271,
49,China,2007,3550342737009.53,8986556877182.31,2693.97006340427,14.2308609330803,26.7585649477618,35.4347985287157,,1546364660543.37,4.34999990463257,4.81676767378831,0.192463945266883,1317885000.0,0.522271866392275,73.553,
50,China,2008,4594307032667.98,10042810302711.2,3468.30460207977,9.65067891955702,25.0100013259338,32.6027140173081,,1966037431070.11,4.59000015258789,5.92525137041095,0.198866702526882,1324655000.0,0.51238693163744,73.835,14.9
51,China,2009,5101703073088.97,11057126304048.5,3832.23643246922,9.39872563237978,20.435014439653,24.7498559389238,,2452899062067.79,4.71999979019165,-0.728165250932952,0.18051795036013,1331260000.0,0.497381400884935,74.119,
52,China,2010,6087163874510.73,12380164949406.0,4550.45310775599,10.6358710646812,23.5317449422952,27.1853327204051,,2913711711315.37,4.53000020980835,3.17532475269199,0.224013041592313,1337705000.0,0.482959688678361,74.409,11.2
53,China,2011,7551500124197.17,13844365195917.5,5614.35213522114,9.55083217886229,24.1727152412604,26.5681893451605,,3254674063563.49,4.55000019073486,5.55389892257492,0.219405034503147,1345035000.0,0.546457594880274,74.708,7.9
54,China,2012,8532229986993.65,15124538193948.2,6300.61511825789,7.86373644866194,22.7750001428637,25.4925222245396,,3387512973773.81,4.57000017166138,2.61952432645544,0.200013634337266,1354190000.0,0.678345458846803,75.013,6.5
55,China,2013,9570406235659.64,16185063329894.8,7020.33848453658,7.766150097539,22.1451211404583,24.599254436897,,3880368265252.93,4.59000015258789,2.62105001748115,0.185886625718285,1363240000.0,0.666072977690069,75.321,1.9
56,China,2014,10475682920597.7,17121277216284.5,7636.11660125502,7.42576365645755,21.3951550469261,23.5100609074235,,3900039302991.09,4.6100001335144,1.92164162788521,0.285523157008015,1371860000.0,0.630326389541893,75.629,1.4
57,China,2015,11061553079871.5,17796747505545.6,8016.43143498003,7.04132887865481,18.110089452417,21.3540798828848,,3405253363888.14,4.63000011444092,1.43702380935655,0.299276924522559,1379860000.0,0.581456146657648,75.928,0.7
58,China,2016,11233276536744.7,18712096136720.3,8094.36336675194,6.84876220503246,17.3100349634307,19.5843800536482,,3097658421378.4,4.53000020980835,2.00000182191941,0.239318232804679,1387790000.0,0.573050906069647,76.21,0.5
59,China,2017,12310409370894.2,19887033884256.7,8816.98690451989,6.94720079327288,17.9401362522062,19.6922769882201,,3235681607213.04,4.44000005722046,1.59313600071434,0.232940938260747,1396215000.0,0.605245013482969,76.47,0.4
60,China,2018,13894817549380.3,21736535504587.0,9905.34200389253,6.74977383247717,18.4536805657234,19.1121035364139,,3168216331199.09,4.28000020980835,2.07479039965578,0.174925688115236,1402760000.0,0.467672053461959,76.704,0.3
61,China,2019,14279937500608.0,23441908826406.9,10143.8381955595,5.95050075376979,17.4801037187624,18.4099923154801,,3222894578036.36,4.51999998092651,2.89923416358227,0.12811199701309,1407745000.0,0.354740890170827,76.912,0.1
62,China,2020,14687673892882.0,24255795539863.4,10408.6697561349,2.2397018568489,16.048189509327,18.541060011129,,3357240875433.72,5.0,2.4194218945778,0.128517632593667,1411100000.0,0.238040870229883,77.097,
33,Japan,1991,3584420077100.84,2636747270152.85,28915.0082048082,3.52335723533228,8.28787019613317,9.78692144524935,38.8540514210138,80625862247.2161,2.09999990463257,3.25143848753312,0.0141756361829938,123964000.0,0.392819832481862,79.1007317073171,
34,Japan,1992,3908809463463.86,2719707443885.29,31414.9846370412,0.900586066360461,7.63772487869044,9.69335173933928,39.6306840562215,79696681098.0409,2.20000004768372,1.76028306059266,0.0148893582186596,124425000.0,0.371192387198527,79.1539024390244,
35,Japan,1993,4454143876947.21,2769753954197.59,35681.9639422506,-0.459219716150798,6.9360032788805,9.07961178377964,42.8988210970924,107988991686.206,2.5,1.24304589707929,0.0174342141689467,124829000.0,0.32416759914373,79.2936585365854,
36,Japan,1994,4998797547740.97,2856992786468.72,39933.5150564874,1.08338317429946,6.97047910606066,8.83982712621505,55.0149427665325,135145568170.879,2.90000009536743,0.695458057868992,0.0174871522711505,125178000.0,0.279192363973672,79.6870731707317,
37,Japan,1995,5545563663889.7,2993644735915.0,44197.6191013908,2.63099961644897,7.57363450140765,8.81647043260959,60.6618310300635,192619707815.154,3.20000004768372,-0.127899045020497,0.020754684334337,125472000.0,0.234590173412918,79.5363414634147,
38,Japan,1996,4923391533851.63,3143992144629.41,39150.0396308089,3.13387099280445,8.93812314202219,9.31574508353,65.2879843439258,225593968189.507,3.40000009536743,0.136600358575949,0.0101589630597628,125757000.0,0.226884732460898,80.200243902439,
39,Japan,1997,4492448605638.94,3229588924781.63,35638.2319556941,0.981228732132223,9.39982198359144,10.3836956397754,72.8600591597316,226679071029.626,3.40000009536743,1.74780458692129,0.0136870137047179,126057000.0,0.238271217591483,80.4241463414634,
40,Japan,1998,4098362709531.24,3224451308869.43,32423.7556133801,-1.27033049463975,8.62938012374338,10.3738060985943,80.2631103151665,222443261241.454,4.09999990463257,0.661974191385979,0.0135117034274042,126400000.0,0.271729610231193,80.5014634146342,
41,Japan,1999,4635982224063.88,3258971755243.63,36610.1683163197,-0.333929957747415,8.32009171513089,9.80553900156021,90.5297764557306,293948150986.321,4.69999980926514,-0.341296928327639,0.0122190696014255,126631000.0,0.182586374140107,80.5707317073171,
42,Japan,2000,4968359075956.59,3461199212871.49,39169.3595701504,2.76464755143648,9.09887738115494,10.4634942027505,98.8262995414608,361639097011.665,4.75,-0.676578683595068,0.015566642799602,126843000.0,0.167275578113187,81.0760975609756,
43,Japan,2001,4374711694090.87,3552841434344.91,34406.1824638092,0.386103426145752,9.48280450872269,10.0767999632844,102.742291554713,401957624245.241,5.01999998092651,-0.740055504162799,0.0285629435581755,127149000.0,0.240952587521069,81.4170731707317,
44,Japan,2002,4182846045873.61,3647933229747.3,32820.7936433254,0.0419624993125609,9.5916764589296,10.8554456072287,111.762727447273,469618129427.641,5.3899998664856,-0.923494026942322,0.026940198623711,127445000.0,0.232527187105684,81.5634146341463,
45,Japan,2003,4519561645253.53,3753919256711.54,35387.0374203599,1.53512549928013,9.86032369115249,11.4658015766594,122.004314762373,673554461758.647,5.25,-0.256541816316057,0.0179473405667154,127718000.0,0.213980948779682,81.76,
46,Japan,2004,4893116005656.56,3938955753801.61,38298.9801712303,2.1861156944216,10.8780887981112,12.7862646247862,127.804750615271,844667163385.489,4.73000001907349,-0.00857338820302,0.0158094496467218,127761000.0,0.0336622582725446,82.030243902439,
47,Japan,2005,4831467035389.8,4110440479265.64,37812.8950199948,1.80390087227372,12.4140588557406,13.8158957221159,128.408951775309,846895906145.13,4.44999980926514,-0.282946068764459,0.0187309824125514,127773000.0,0.0093920965576633,81.9251219512195,
48,Japan,2006,4601663122649.92,4300322202225.7,35991.546002862,1.37235012762038,14.3590020520575,15.6573740466117,128.802257674288,895321278049.835,4.19000005722046,0.249355116079115,0.0255774585995197,127854000.0,0.0633735894181335,82.3219512195122,
49,Japan,2007,4579750920354.81,4482081297524.2,35779.0245416427,1.48396941163492,15.5274506811561,17.2891273707229,132.328280377398,973296740492.651,3.89000010490417,0.0600394544986581,0.0302184697056711,128001000.0,0.114908847726211,82.5070731707317,
50,Japan,2008,5106679115127.3,4517267516318.56,39876.3039685725,-1.22428900072828,16.8939331648175,17.2355433764071,138.522514520944,1030762755205.19,4.0,1.38007886164923,0.0339237865439651,128063000.0,0.0484253945978966,82.5875609756098,0.5
51,Japan,2009,5289493117993.89,4295629000666.77,41308.9968370512,-5.69323635882266,11.9706007858756,12.41956574798,157.129230627488,1051654952502.29,5.07000017166138,-1.3528367295172,0.0301452736960298,128047000.0,-0.0124946312294096,82.9314634146342,
52,Japan,2010,5759071769013.11,4525401285474.55,44968.1562349739,4.09791791930137,13.5799692441961,14.9185034496428,160.634470000431,1104563760972.07,5.09999990463257,-0.728243207517742,0.0292489662024517,128070000.0,0.0179605415195644,82.8426829268293,0.0
53,Japan,2011,6233147172341.35,4629400479632.82,48760.0789494211,0.0238095237748297,15.4204984672798,14.7744622613499,175.800006794668,1295838676317.29,4.55000019073486,-0.272455616101254,0.0341998859717022,127833000.0,-0.185226486410846,82.5912195121951,
54,Japan,2012,6272362996105.03,4799612889015.1,49145.2804308193,1.37475099920874,16.0561363041928,14.4147746129824,183.974574538933,1268085524238.3,4.3600001335144,-0.0440645104433029,0.0404883720248675,127629000.0,-0.159710675844347,83.0960975609756,
55,Japan,2013,5212328181166.18,5021591088716.88,40898.6478964744,2.0051001767726,18.1946119190738,15.7841567318773,186.830033225831,1266851401020.24,4.0,0.335037912184809,0.0453512003886864,127445000.0,-0.144271883387076,83.3319512195122,0.7
56,Japan,2014,4896994405353.29,5034454618847.27,38475.3952461838,0.296205514142628,20.0127792201784,17.4186553484795,192.578626898813,1260680310062.82,3.59999990463257,2.75922671353253,0.0762490669316558,127276000.0,-0.132694222147042,83.5878048780488,
57,Japan,2015,4444930651964.18,5199915217476.25,34960.6393843385,1.56062669674904,17.990648516827,17.4367598376529,194.823098910604,1233097790281.8,3.40000009536743,0.795279630579775,0.0748065192301101,127141000.0,-0.106124993746747,83.7939024390244,
58,Japan,2016,5003677627544.24,5158900389806.61,39375.4731620781,0.753826745903538,15.2522776095286,16.0579692360598,193.393931199788,1216518779919.68,3.09999990463257,-0.127258844489691,0.0765526640097879,127076000.0,-0.0511374152133631,83.9848780487805,
59,Japan,2017,4930837369151.42,5262254961496.86,38834.0529341227,1.67533175166503,16.831774467385,17.5914391047836,,1264140980383.63,2.79999995231628,0.484199796126387,0.0901069827039233,126972000.0,-0.081874296046114,84.099756097561,
60,Japan,2018,5037835383110.97,5340832228256.13,39727.1165995928,0.584068067242868,18.3060461935761,18.3260176546997,,1270467038786.78,2.40000009536743,0.989094598021806,0.0867327609352321,126811000.0,-0.126880068088791,84.2109756097561,
