,Country Name,Year,GDP (current US$),"GDP, PPP (current international $)",GDP per capita (current US$),GDP growth (annual %),Imports of goods and services (% of GDP),Exports of goods and services (% of GDP),"Central government debt, total (% of GDP)","Total reserves (includes gold, current US$)","Unemployment, total (% of total labor force) (modeled ILO estimate)","Inflation, consumer prices (annual %)","Personal remittances, received (% of GDP)","Population, total",Population growth (annual %),"Life expectancy at birth, total (years)",Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)
61,Japan,2019,5123318151510.62,5354366267355.98,40458.0018755824,-0.240350840922716,17.7344423690114,17.4453778322738,,1322443255598.64,2.40000009536743,0.468776159383912,0.0856617359284727,126633000.0,-0.140464977878172,84.3563414634146,
62,Japan,2020,5040107754084.11,5315620636313.38,39918.1675583443,-4.50690454226634,15.8001573523187,15.5585542763298,,1390808939303.37,2.79999995231628,-0.0249958340276592,0.0969777804352493,126261000.0,-0.294194617750067,84.6156097560976,
33,Germany,1991,1868945197407.19,1679031586927.31,23357.757725073,5.10826152190214,24.1524782444192,23.6649009963425,21.9525351967505,96657198481.9809,5.32000017166138,4.04703681637387,0.258060105758639,80013896.0,0.728605546561364,75.319512195122,0.0
34,Germany,1992,2131571696931.75,1750319818022.52,26438.2303888417,1.923076559054,22.6961446717507,22.1946934890662,24.0875473165458,122685815300.301,6.32000017166138,5.05697932185187,0.230825427081918,80624598.0,0.760346946721127,75.819512195122,0.0
35,Germany,1993,2071323790370.28,1774305509813.0,25522.6295733618,-0.976849818160517,20.2632946672835,20.3134405930698,26.3607818923312,114821960532.991,7.67999982833862,4.47457505486754,0.212120205900525,81156363.0,0.657391218087626,75.8707317073171,0.0
36,Germany,1994,2205074123177.05,1855538674677.53,27076.60675014,2.39189207051331,20.9471728020551,21.1107102839496,28.0622963298725,113840942069.166,8.72999954223633,2.69305738121724,0.199943454084332,81438348.0,0.346856648630233,76.2707317073171,0.2
37,Germany,1995,2585792275146.72,1923702147577.82,31658.3493789135,1.54414649556445,21.5873979341395,21.9942362808177,35.2768115865534,121816082182.873,8.15999984741211,1.70616052419454,0.174298232146932,81678051.0,0.293904443716697,76.4219512195122,0.2
38,Germany,1996,2497244606186.64,1971845440355.01,30485.8665482279,0.80582289149001,22.1455932715028,22.8600276884323,36.5401603923105,118323129017.474,8.81999969482422,1.44972647330127,0.173351113538008,81914831.0,0.289474899455448,76.6731707317073,0.0
39,Germany,1997,2211989623279.95,2015814867579.01,26964.0494672673,1.79216082094591,24.282385335135,25.3602733090279,37.1433874583919,105207935384.78,9.85999965667725,1.93936942452383,0.173208501073211,82034771.0,0.146313281561803,77.0731707317073,0.0
40,Germany,1998,2238990774702.68,2079491446338.83,27289.0593603191,2.01393278519326,25.1780661431082,26.4069062062529,37.1045890313001,108265125242.492,9.78999996185303,0.911185301235183,0.174544167547248,82047195.0,0.0151436508552808,77.4756097560976,0.0
41,Germany,1999,2194945278872.59,2158514818382.19,26734.9425369252,1.88726115399444,26.4066172043428,26.9592324276031,19.1767970901008,93407192492.0089,8.85999965667725,0.58543314394471,0.171128841983112,82100243.0,0.0646345779052372,77.7268292682927,0.0
42,Germany,2000,1947981991011.77,2236074430853.75,23694.7604830673,2.91250296366708,30.678349430323,30.8477115722895,,87496869035.2706,7.92000007629395,1.44026818676794,0.184986451669855,82211508.0,0.135431600393084,77.9268292682927,0.0
43,Germany,2001,1945790973803.15,2336147411682.35,23628.3272122367,1.68146848097079,30.2181317720272,31.8447071170151,,82131887553.9414,7.76999998092651,1.98385693617829,0.199561398089363,82349925.0,0.168225361337335,78.3292682926829,0.0
44,Germany,2002,2078484517474.51,2406901890705.46,25197.2656001848,-0.197973834771361,28.3423107018725,32.5925791130602,,89142540697.4245,8.47999954223633,1.42080560518857,0.223895979431575,82488495.0,0.168128319406931,78.2292682926829,0.0
45,Germany,2003,2501640388482.35,2468443651729.98,30310.3575963774,-0.700116686114356,29.0376067680426,32.8117129460067,,96835206408.4992,9.77999973297119,1.03422776551069,0.229785155928728,82534176.0,0.0553633035873241,78.3804878048781,0.0
46,Germany,2004,2814353869359.08,2585550983186.35,34106.6581224001,1.17508813160987,30.5128352456553,35.713363859767,,97169968440.5447,10.7299995422363,1.66573340932676,0.231511101417127,82516260.0,-0.021709727650009,78.6804878048781,0.0
47,Germany,2005,2846864211175.1,2622040720917.68,34520.2396492496,0.731707163554191,32.8591405884692,38.0595723481521,,101675919831.833,11.1700000762939,1.54690965159041,0.241102623988944,82469422.0,-0.0567782618352031,78.9317073170732,0.0
48,Germany,2006,2994703642023.53,2814007980424.13,36353.8803343631,3.816441912988,36.0168212387006,41.4329079108458,,111637059518.339,10.25,1.57742825864226,0.2499128173289,82376451.0,-0.112797497644931,79.1317073170732,0.0
49,Germany,2007,3425578382921.58,2985239513055.61,41640.0808695147,2.97645513131597,36.5516592986738,43.3227580964574,,135932292207.152,8.65999984741211,2.29834179696226,0.285134059617625,82266372.0,-0.133718572600486,79.5341463414634,0.0
50,Germany,2008,3745264093617.19,3103957698735.13,45612.7106221441,0.95987913356484,37.7256144732553,43.7991902579629,,138564426162.199,7.51999998092651,2.62838174873985,0.293001735482485,82110097.0,-0.190142844695674,79.7365853658537,0.0
51,Germany,2009,3411261212652.34,3015302562180.53,41650.3678297162,-5.69383633640285,33.1088059597748,38.1199069398503,,179040277106.549,7.73999977111816,0.31273762987172,0.361883505649009,81902307.0,-0.253383410163402,79.8365853658537,0.0
52,Germany,2010,3399667820000.01,3185431779787.34,41572.4559481507,4.17988249873657,37.3031508345032,42.565473405085,,215977935889.943,6.96999979019165,1.10380916115812,0.376178305260267,81776930.0,-0.153198446937304,79.9878048780488,0.0
53,Germany,2011,3749314991050.59,3415020684916.05,46705.8957963353,3.92519270463411,40.148984986412,45.0571362806101,,234104084887.41,5.82000017166138,2.07517452479837,0.409064687059001,80274983.0,-1.8537146287573,80.4365853658537,0.0
54,Germany,2012,3527143188785.16,3487232707438.34,43855.8544658618,0.418497594217598,40.2069347359679,46.3071201430804,,248856490285.757,5.38000011444092,2.0084909216701,0.414982598118436,80425823.0,0.187727800567293,80.5390243902439,0.0
55,Germany,2013,3733804649549.03,3628559701800.76,46298.9229177341,0.437591303144671,39.6601988368577,45.4186778593914,,198535165663.607,5.23000001907349,1.5047209800535,0.439115525751996,80645605.0,0.272900214681538,80.490243902439,0.0
56,Germany,2014,3889093051023.52,3807112936430.42,48023.8699845462,2.20954343134872,39.0008300796262,45.6192633128717,,193484758847.919,4.98000001907349,0.906797948515676,0.439058100975354,80982500.0,0.416877359168292,81.090243902439,0.0
57,Germany,2015,3357585719351.56,3889081660716.44,41103.2564363768,1.49193152760772,39.3254862566007,46.920738356608,,173730930555.425,4.61999988555908,0.51442053951781,0.463966796402918,81686611.0,0.865702643950251,80.6414634146341,0.0
58,Germany,2016,3469853463945.53,4165169650070.14,42136.1207907991,2.22999986782015,38.6963831131131,46.0732628543356,,184031339953.397,4.11999988555908,0.49174862477081,0.437987855502435,82348669.0,0.807218538573871,80.990243902439,0.0
59,Germany,2017,3690849152517.65,4386727409191.68,44652.5891722719,2.68023111405891,40.0741622693716,47.1630406836519,,199983070123.869,3.75,1.50949655801608,0.425059754476573,82657002.0,0.373724559895838,80.9926829268293,0.2
60,Germany,2018,3977289455388.23,4579331237558.63,47973.6076235097,1.08602451412267,41.1333606503833,47.3010457679357,,198027061675.403,3.38000011444092,1.73216766075662,0.475284013420268,82905782.0,0.300526701992065,80.8926829268293,0.0
61,Germany,2019,3888326788627.44,4624363265512.61,46794.8992915603,1.05550824713283,40.9754271812515,46.6242388472224,,224027961016.416,3.14000010490417,1.4456670146976,0.481690550644406,83092962.0,0.22551987421288,81.2926829268293,
62,Germany,2020,3846413928653.71,4560920212744.35,46252.6893044892,-4.56961671737398,37.6916521160722,43.4168953188659,,268408603348.679,3.80999994277954,0.506689889953274,0.503308242974991,83160871.0,0.0816931586494595,80.9414634146342,
33,United Kingdom,1991,1142797178130.51,999973764743.828,19900.7266505069,-1.10312166213757,22.6977954090184,22.3546710784208,29.1948960284953,48572195808.5626,8.55000019073486,7.46178295746933,0.182807324254822,57424897.0,0.309247932319381,76.0829268292683,0.2
34,United Kingdom,1992,1179659529659.53,1026864349167.79,20487.1707852878,0.401082076194314,23.3594580240118,22.6791482809408,30.3997500632281,42844142573.8515,9.77999973297119,4.59154929577464,0.172366638583156,57580402.0,0.270431182081877,76.4341463414634,
35,United Kingdom,1993,1061388722255.55,1077378125266.4,18389.0195675099,2.48983098546481,24.8917980484193,24.5672074536478,35.3135500060757,43982206193.9429,10.3500003814697,2.55857796929707,0.166582858657349,57718614.0,0.239745439286479,76.3853658536585,
36,United Kingdom,1994,1140489745944.29,1142705552394.99,19709.2380983653,3.84600916756006,25.7828904073559,25.7998667464667,40.4800884599488,48079032624.0768,9.64999961853027,2.21901260504202,0.172634287156158,57865745.0,0.254586486858912,76.8853658536585,0.2
37,United Kingdom,1995,1346422597443.59,1196203454463.89,23206.5685593776,2.53167000519647,25.1584570595433,25.4732615432217,43.7645037434308,49144184297.8559,8.6899995803833,2.69749518304432,0.10391569505532,58019030.0,0.264547416858702,76.8365853658537,0.2
38,United Kingdom,1996,1421514820592.82,1277865584378.25,24438.531169209,2.42854289501106,25.830479010438,26.0497524668264,43.4394106175324,46700021359.8396,8.1899995803833,2.85178236397748,0.0999951894342836,58166950.0,0.254626384215086,77.0878048780488,0.2
39,United Kingdom,1997,1559569417157.83,1344183204641.92,26742.9848472166,4.9090257402803,25.1841043056525,25.4997716739189,44.9557782245154,37662299516.2776,7.07000017166138,2.20114313510882,0.105726483015789,58316954.0,0.257553323280351,77.2109756097561,0.2
40,United Kingdom,1998,1653391851606.49,1385181063752.15,28269.322509823,3.15397337529933,24.8793470617579,24.1107542887136,46.128287780046,38829795838.1208,6.19999980926514,1.82056163731558,0.084190083394553,58487141.0,0.291406085432392,77.190243902439,0.2
41,United Kingdom,1999,1685762821549.91,1435578291557.54,28726.8572106345,2.99011144494511,25.3698283059973,23.9412842980124,42.619173296736,46188288221.5174,6.03999996185303,1.7529508005142,0.323116842491145,58682466.0,0.333405882184416,77.390243902439,0.2
42,United Kingdom,2000,1662127402027.54,1559014038932.06,28223.0675706515,3.6723691050331,26.901775147929,25.250523441056,42.4969503868912,50939389681.351,5.55999994277954,1.18295624210404,0.305293648760359,58892514.0,0.357300887421605,77.7414634146342,0.2
43,United Kingdom,2001,1643908161796.46,1643950757324.93,27806.4488245133,2.07265627894577,27.3828110291999,25.2899459993363,38.3900324249161,47417467709.4427,4.69999980926514,1.53234960272418,0.301452209502195,59119673.0,0.384975969564228,77.9926829268293,0.2
44,United Kingdom,2002,1784076738609.11,1725432214728.13,30049.8963232066,2.12322277320661,26.9247506586376,24.294316898758,39.4504576858971,54959281998.9798,5.03999996185303,1.52040245947458,0.293433070410595,59370479.0,0.423337079636281,78.1439024390244,0.2
45,United Kingdom,2003,2057093877551.02,1810619102773.76,34487.4675722539,3.02988992743832,26.1557021198917,23.9296173718422,39.2712524901387,56349681040.0797,4.80999994277954,1.3765003854201,0.276533914502554,59647577.0,0.465641113602993,78.4463414634146,0.2
46,United Kingdom,2004,2421814353716.59,1923117182945.43,40371.7108259838,2.35562976182804,26.366897365049,23.8236461432044,42.6518848347628,62138194998.7523,4.59000015258789,1.39039756680426,0.245200369286226,59987905.0,0.568943113421317,78.7463414634146,0.4
47,United Kingdom,2005,2544829090909.09,1977979675503.34,42132.0907219815,2.59328001020944,27.4053053035889,25.0572997936636,44.043250627297,59135108205.007,4.75,2.08913649025072,0.237547036143155,60401206.0,0.68661130607346,79.0487804878049,0.5
48,United Kingdom,2006,2717059797608.1,2120243450344.37,44654.0969208924,2.58410467657816,29.3334154972974,27.2741247167713,43.5706923848903,63823577313.6433,5.34999990463257,2.45566166439288,0.224717405589819,60846820.0,0.73504867842129,79.2487804878049,0.2
49,United Kingdom,2007,3106182472989.2,2188923620951.47,50653.2569148306,2.26948687466346,27.3830734249293,25.3409083589377,44.577672998512,77715465906.5662,5.26000022888184,2.38656150773328,0.211073747870394,61322463.0,0.778666112441256,79.4487804878049,0.3
50,United Kingdom,2008,2938882352941.18,2278427398954.81,47549.3486286006,-0.239638084998987,29.1416680010408,27.0796221052421,54.9412917075319,64785716443.2506,5.61999988555908,3.52140856342537,0.203992539557852,61806995.0,0.787032622318939,79.6,0.3
51,United Kingdom,2009,2425798410967.44,2192898204975.82,38952.2110262455,-4.24735626579708,27.8243166872174,26.3502491779696,68.509620324702,79453490100.2467,7.53999996185303,1.96173173560107,0.216134276987907,62276270.0,0.756390859593407,80.0512195121951,0.2
52,United Kingdom,2010,2491110093454.18,2295779381211.35,39688.6149684498,2.13143819777204,30.0642292030431,28.1899522080145,81.1760363975822,98025460114.4246,7.78999996185303,2.49265472467065,0.198762984651755,62766365.0,0.783888646646516,80.4024390243902,0.1
53,United Kingdom,2011,2674891473843.81,2364569465138.54,42284.8844902996,1.4575633909042,31.7181878025216,30.713820650263,94.6955661814342,109733899591.288,8.03999996185303,3.85611244682819,0.19062468592539,63258810.0,0.781506562236639,80.9512195121951,0.4
54,United Kingdom,2012,2719158341005.79,2453351747492.28,42686.8000524926,1.46988752075868,31.1687014009312,29.9368811198155,98.7265845801709,117156976864.591,7.88000011444092,2.57323479654528,0.181847301725725,63700215.0,0.695353132322269,80.9048780487805,0.2
55,United Kingdom,2013,2803291406029.93,2579158803764.99,43713.8141242308,1.8900183424514,31.0808045037936,29.7738901545042,94.5512797276309,118750193779.676,7.51999998092651,2.29166666666666,0.171387905041473,64128273.0,0.669740535540783,81.0048780487805,0.2
56,United Kingdom,2014,3087165602962.86,2686202472925.53,47787.2412984884,2.99116481375781,29.8740194077057,28.1098327329943,105.409287684113,124487425221.296,6.1100001335144,1.45112016293279,0.159874322473917,64602298.0,0.736463978721671,81.3048780487805,0.2
57,United Kingdom,2015,2956573778737.76,2794324172515.81,45404.5677734722,2.62259667901294,28.7314774815369,27.1847735545253,104.164608321982,148109299505.898,5.30000019073486,0.368046842325369,0.169229448007726,65116219.0,0.792367505802859,80.9560975609756,0.1
58,United Kingdom,2016,2722851958486.23,2928593108075.34,41499.5557033073,2.26346353784494,29.8585070796048,28.2207813201973,113.765931218196,134931850848.279,4.80999994277954,1.00841736811403,0.168289860649376,65611593.0,0.757874492811929,81.1560975609756,0.2
59,United Kingdom,2017,2699016715111.39,3063306948134.75,40857.7555829627,2.13445309331686,31.3090714367118,30.0456859641903,,150857673778.943,4.32999992370605,2.55775577557754,0.159550628286846,66058859.0,0.679374473924223,81.2560975609756,0.3
60,United Kingdom,2018,2900791442554.06,3161750378791.18,43646.9519711493,1.65092549602133,31.8078256790441,30.5063972258759,,172657749536.315,4.0,2.29283990345939,0.151328134206949,66460344.0,0.605929132212552,81.2560975609756,
61,United Kingdom,2019,2878673912414.44,3277751294222.3,43070.4983595888,1.67194419724758,31.9222909053986,31.0049780892243,,173569199262.767,3.74000000953674,1.73810460086511,0.146415144146688,66836327.0,0.564131113399897,81.2048780487805,
62,United Kingdom,2020,2756900214107.32,3121071774834.98,41098.0786527828,-9.27041083453351,28.0667007381483,28.3622762663919,,180054101389.553,4.47200012207031,0.98948670377243,0.117816893664095,67081000.0,0.365409432414506,80.9024390243903,
33,India,1991,270105341879.226,1095136631188.19,303.055607722879,1.05683143336988,8.49348578059959,8.49424077053547,50.0100803583574,7615987475.11472,5.59899997711182,13.8702461773683,1.2177135602415,891273202.0,2.03972873553563,58.353,
34,India,1992,288208430383.964,1181501791554.75,316.953927198178,5.48239602167047,9.59017211680717,8.84292692502088,49.6809013594637,9538786025.16566,5.72700023651123,11.7878170418135,1.00532296475156,909307018.0,2.0031786237708,58.851,
35,India,1993,279296022987.919,1266968386062.08,301.159002272177,4.75077621965234,9.81732233160511,9.83421745486326,51.7598082886747,14674627089.9414,5.69099998474121,6.32689048779867,1.26130979178045,927403866.0,1.97063498652535,59.349,47.6
36,India,1994,327275583539.559,1380191573615.21,346.102951420647,6.65892406734025,10.1900594601826,9.88808491615672,49.5942827032795,24220928468.8194,5.73899984359741,10.2479355556119,1.78952987346582,945601828.0,1.94324392219027,59.84,
37,India,1995,360281952716.797,1515867471306.59,373.76648078334,7.57449184032379,12.0234806709882,10.8439680348823,47.4916413020425,22864636916.1009,5.75500011444092,10.2248861637545,1.72725728684957,963922586.0,1.91894065925812,60.32,
38,India,1996,392897054348.071,1660158643051.63,399.950074728286,7.5495222488198,11.5443185997804,10.3851692716063,45.7233077028079,24889364657.4122,5.73999977111816,8.97715233826453,2.23104080562252,982365248.0,1.89521957676734,60.783,
39,India,1997,415867753863.874,1757179784087.91,415.493797812017,4.0498208490926,11.9286695483601,10.6907173181022,50.3654361263116,28385372945.8609,5.61299991607666,7.16425211462723,2.48419478244972,1000900028.0,1.8691720025447,61.233,
40,India,1998,421351477504.743,1886851860334.24,413.29893221522,6.18441582090618,12.681000899683,11.018469179248,50.3192181732305,30646563663.4809,5.66599988937378,13.2308389767977,2.24973706182996,1019483586.0,1.83965876360636,61.669,
41,India,1999,458820417337.807,2082700396480.41,441.998760444983,8.84575556105509,13.363533431492,11.4520646128009,51.3529514384148,36005295926.4425,5.73600006103516,4.66982038037589,2.42453919285622,1038058154.0,1.80555973688001,62.093,
42,India,2000,468394937262.37,2211693660020.87,443.314193811316,3.84099115681285,13.9036865989046,12.9972363111656,55.0042464956842,41059061574.6632,5.56099987030029,4.0094359104519,2.75055619353225,1056575548.0,1.76812551036934,62.505,
43,India,2001,485441014538.638,2370617125945.76,451.572997293746,4.82396626390641,13.4348751195257,12.5583796339108,59.0179097968845,49050841138.7213,5.57600021362305,3.77929312235641,2.94021690587808,1075000094.0,1.72876856952673,62.907,
44,India,2002,514937948870.08,2499147076015.16,470.986786810734,3.8039753213758,15.244279010869,14.2643839244292,62.5527712950592,71607865093.6969,5.53000020980835,4.29715203929562,3.05585096620716,1093317187.0,1.68956166096073,63.304,
45,India,2003,607699285433.872,2748789707160.43,546.726613494985,7.86038147553259,15.6445222747906,14.9479138582269,62.1900538962691,103737208055.967,5.64300012588501,3.80585899528852,3.45551681339245,1111523146.0,1.65149126857663,63.699,
46,India,2004,709148514804.659,3046209539682.44,627.774241726543,7.92293661286503,19.6446890963991,17.8591249630479,62.5929767433885,131631143125.845,5.62900018692017,3.7672517347751,2.6440691498577,1129623466.0,1.61530829494259,64.095,39.9
47,India,2005,820381595512.902,3390666370803.74,714.8610153644,7.92343062149763,22.396422920159,19.6052466949414,62.2265261005164,137824828256.285,5.61299991607666,4.24634362031927,2.69692660117096,1147609924.0,1.57970914338086,64.5,
48,India,2006,940259888792.141,3777034027553.59,806.753280628799,8.06073257303272,24.4565390769537,21.2679414220966,59.6667302759413,178049790065.97,5.60099983215332,5.79652337561635,3.01338413108864,1165486291.0,1.5456964390645,64.918,
49,India,2007,1216735441524.86,4176280771103.72,1028.33477194577,7.66081506504928,24.8865689304956,20.7996997489457,57.4975363893642,276578100117.408,5.57200002670288,6.37288135593229,3.05873849031707,1183209471.0,1.50922198555755,65.35,
50,India,2008,1198895582137.51,4387760606409.38,998.522341514181,3.08669805953289,29.2708631790835,24.0973572601391,57.2922142809949,257422725614.879,5.41400003433228,8.34926704907581,4.16860964882498,1200669762.0,1.46488991482359,65.794,
51,India,2009,1341886602798.69,4763056069775.47,1101.96083821252,7.86188883303498,25.8723502686493,20.4005193744525,55.2564461120573,284682887897.586,5.54400014877319,10.8823529411765,3.66677123878644,1217726217.0,1.41058271379931,66.244,32.8
52,India,2010,1675615335600.56,5229906990843.73,1357.5637268318,8.49758470158106,26.8542732486568,22.4009332488238,51.5919103004572,300480168786.346,5.5460000038147,11.9893899204243,3.19166093476193,1234281163.0,1.35033831370532,66.693,
53,India,2011,1823049927771.46,5618380734786.9,1458.10406619579,5.24131500140663,31.0834686939585,24.5404113195713,51.5565536600977,298739463090.872,5.42600011825562,8.9117933648337,3.42827009247832,1250287939.0,1.28851296178524,67.13,22.5
54,India,2012,1827637859135.7,6153155415797.75,1443.88243476138,5.45638875297365,31.2592910673332,24.534430661418,50.6780305618952,300425517446.546,5.41400003433228,9.47899691419793,3.76554455214664,1265780243.0,1.23148489388617,67.545,
55,India,2013,1856722121394.53,6477517561942.86,1449.61045069641,6.38610640094825,28.4132706461587,25.430861300519,50.3118273627008,298092478740.581,5.42399978637695,10.0178784746103,3.76848856598062,1280842119.0,1.18290421490412,67.931,
56,India,2014,2039127446298.55,6781021982581.72,1573.88564182956,7.41022760508854,25.9542227389497,22.9679630081172,,325081035127.891,5.43599987030029,6.665656718679,3.45190012151116,1295600768.0,1.14567340150608,68.286,
57,India,2015,2103587813812.75,7159798324012.18,1605.60544457087,7.99625378571471,22.1097247094602,19.8131891564045,,353319061013.224,5.43499994277954,4.90697344127254,3.27581729178857,1310152392.0,1.11689591278599,68.607,
58,India,2016,2294797980509.01,7735001687457.93,1732.55424231659,8.25630550179086,20.9242508026814,19.1582349105946,,361694321972.036,5.4229998588562,4.94821634062142,2.73419990007286,1324517250.0,1.09045932094686,68.897,
59,India,2017,2651472946374.91,8276934253114.33,1980.66701982802,6.79538341897911,21.9507321152243,18.7917648392982,,412613792019.924,5.35799980163574,3.32817337461301,2.60108916420054,1338676779.0,1.06335942989132,69.165,
60,India,2018,2702929718960.46,9021613789704.56,1998.25907627675,6.45385134497769,23.6891407335327,19.9278285988562,,399167159226.682,5.32999992370605,3.93882646691634,2.91499147669207,1352642283.0,1.03782784787162,69.416,
61,India,2019,2831552222519.99,9526237283859.17,2072.24489735041,3.73791851955785,21.2715452265501,18.6909827074089,,463469902152.507,5.26999998092651,3.72950573539126,2.94298220387898,1366417756.0,1.01326124930492,69.656,
62,India,2020,2667687951796.56,9005119325892.9,1933.1010689481,-6.59608052232176,19.0964548921913,18.7088986865584,,590227359928.896,7.99700021743774,6.62343677628532,3.11690026856804,1380004385.0,0.989413800188014,69.887,
